customer_id,churned
CUST64217,Yes
CUST27649,No
CUST26983,No
CUST43336,Yes
CUST54434,Yes
CUST45107,Yes
CUST17983,No
CUST34479,No
CUST47341,No
CUST20019,No
CUST03791,No
CUST71763,Yes
CUST53787,No
CUST46113,No
CUST60797,No
CUST05833,Yes
CUST12649,No
CUST15243,Yes
CUST09216,No
CUST25576,Yes
CUST43320,No
CUST32906,Yes
CUST26700,Yes
CUST85364,Yes
CUST32290,No
CUST56188,No
CUST85316,No
CUST77514,No
CUST04912,No
CUST66335,No
CUST28091,No
CUST51717,No
CUST47861,No
CUST84925,Yes
CUST48505,No
CUST73446,No
CUST58971,No
CUST10199,No
CUST30579,No
CUST00094,No
CUST16608,No
CUST62206,Yes
CUST24123,Yes
CUST45686,No
CUST58074,Yes
CUST42405,Yes
CUST53585,No
CUST76308,No
CUST25938,Yes
CUST36718,No
CUST85111,No
CUST48448,Yes
CUST08603,No
CUST72846,No
CUST91235,No
CUST44976,Yes
CUST91400,Yes
CUST22736,Yes
CUST13266,Yes
CUST61079,No
CUST59473,No
CUST84474,Yes
CUST10088,No
CUST80026,Yes
CUST61076,Yes
CUST44944,Yes
CUST17175,No
CUST71627,No
CUST06078,No
CUST78421,Yes
CUST73178,Yes
CUST19322,No
CUST48329,No
CUST11712,No
CUST47746,No
CUST25957,No
CUST68540,No
CUST60571,No
CUST87601,No
CUST02901,No
CUST36541,No
CUST45744,No
CUST91086,Yes
CUST43053,No
CUST52832,Yes
CUST12785,No
CUST31030,No
CUST06047,No
CUST49215,No
CUST91270,No
CUST02064,Yes
CUST76462,No
CUST63234,No
CUST42969,Yes
CUST54086,No
CUST48813,Yes
CUST24206,No
CUST64638,No
CUST35149,No
CUST27256,Yes
CUST17426,Yes
CUST02124,No
CUST47088,No
CUST33744,Yes
CUST47932,No
CUST38130,No
CUST70061,No
CUST48894,No
CUST69570,Yes
CUST62987,No
CUST34538,No
CUST59860,No
CUST74355,No
CUST12302,Yes
CUST24430,Yes
CUST11639,Yes
CUST04489,No
CUST80712,Yes
CUST02381,No
CUST86864,No
CUST55767,No
CUST74815,No
CUST37558,Yes
CUST14088,No
CUST01259,Yes
CUST88447,No
CUST43544,No
CUST60676,No
CUST86012,No
CUST87618,No
CUST45856,Yes
CUST02954,Yes
CUST13490,Yes
CUST86321,Yes
CUST43251,Yes
CUST25167,No
CUST89024,No
CUST81554,Yes
CUST28713,No
CUST04309,No
CUST28553,Yes
CUST56479,No
CUST37156,No
CUST68573,No
CUST62284,No
CUST11060,Yes
CUST45726,No
CUST17925,No
CUST26791,No
CUST75706,No
CUST22947,No
CUST89541,No
CUST52344,No
CUST76567,Yes
CUST08915,No
CUST42858,Yes
CUST08613,No
CUST70806,No
CUST90966,Yes
CUST61635,Yes
CUST06603,No
CUST72811,Yes
CUST02221,Yes
CUST88183,No
CUST70117,Yes
CUST88793,No
CUST69199,No
CUST60285,No
CUST24462,Yes
CUST00880,No
CUST56578,No
CUST03581,No
CUST91336,Yes
CUST83513,No
CUST11578,Yes
CUST70661,No
CUST57868,Yes
CUST34080,Yes
CUST11763,No
CUST42159,Yes
CUST13594,No
CUST23898,Yes
CUST70366,No
CUST20789,No
CUST37433,Yes
CUST39443,No
CUST40372,No
CUST25605,No
CUST87425,No
CUST13084,Yes
CUST43079,No
CUST07627,Yes
CUST69552,Yes
CUST14876,No
CUST75078,No
CUST74564,No
CUST51630,No
CUST63738,Yes
CUST24471,No
CUST63972,No
CUST09150,No
CUST06008,No
CUST77972,No
CUST78237,No
CUST60077,No
CUST38674,Yes
CUST35514,Yes
CUST10617,No
CUST48104,Yes
CUST14163,Yes
CUST83592,No
CUST79643,No
CUST35738,No
CUST42235,No
CUST69624,No
CUST32638,No
CUST33144,No
CUST65180,No
CUST36215,No
CUST08855,No
CUST02564,No
CUST00657,Yes
CUST15830,No
CUST86058,No
CUST78528,Yes
CUST85214,No
CUST29697,No
CUST70113,No
CUST65128,Yes
CUST61949,No
CUST23101,Yes
CUST15406,Yes
CUST32122,No
CUST88000,No
CUST22924,No
CUST61771,Yes
CUST61765,No
CUST25613,No
CUST81920,No
CUST14125,No
CUST68988,No
CUST72564,Yes
CUST06799,No
CUST83563,No
CUST61829,No
CUST30092,No
CUST57017,No
CUST22049,Yes
CUST06985,Yes
CUST06106,No
CUST58254,Yes
CUST69888,No
CUST16268,Yes
CUST58964,No
CUST51756,No
CUST50778,No
CUST22888,No
CUST13325,No
CUST49459,Yes
CUST89404,Yes
CUST61460,Yes
CUST44590,No
CUST28267,No
CUST24416,Yes
CUST13978,No
CUST32220,Yes
CUST17424,No
CUST60068,Yes
CUST68154,No
CUST46800,No
CUST36502,No
CUST06997,Yes
CUST14451,No
CUST54377,Yes
CUST75232,No
CUST45015,Yes
CUST06436,Yes
CUST74248,No
CUST69180,Yes
CUST66214,Yes
CUST59422,Yes
CUST43068,No
CUST11752,Yes
CUST24573,Yes
CUST32547,Yes
CUST08638,No
CUST55623,No
CUST71568,Yes
CUST03107,No
CUST26665,No
CUST61734,No
CUST73933,No
CUST73117,Yes
CUST85328,No
CUST44454,Yes
CUST35681,No
CUST28203,No
CUST83295,Yes
CUST05344,No
CUST05334,Yes
CUST01931,No
CUST62924,Yes
CUST56782,No
CUST49539,No
CUST61696,No
CUST32435,No
CUST80248,Yes
CUST73603,No
CUST74696,No
CUST50660,No
CUST64676,No
CUST20816,No
CUST39321,Yes
CUST24933,No
CUST47444,No
CUST80302,Yes
CUST11946,No
CUST23566,No
CUST50855,Yes
CUST27836,No
CUST14272,Yes
CUST56080,No
CUST02072,No
CUST46320,Yes
CUST29669,No
CUST87733,No
CUST34284,Yes
CUST48392,No
CUST54925,Yes
CUST05380,Yes
CUST71642,No
CUST57652,Yes
CUST10742,No
CUST90121,No
CUST57767,Yes
CUST53089,Yes
CUST11111,No
CUST69659,No
CUST14230,Yes
CUST40332,No
CUST70585,Yes
CUST64235,Yes
CUST06258,No
CUST24278,No
CUST23719,No
CUST33284,Yes
CUST84487,No
CUST57364,No
CUST43133,Yes
CUST62501,No
CUST14811,Yes
CUST15366,No
CUST23259,Yes
CUST22872,No
CUST91255,Yes
CUST63871,Yes
CUST35473,Yes
CUST16450,Yes
CUST72331,Yes
CUST69198,No
CUST85721,No
CUST42860,No
CUST24693,Yes
CUST58708,No
CUST85660,Yes
CUST63170,No
CUST47005,No
CUST30975,Yes
CUST64057,No
CUST83731,No
CUST55952,No
CUST17930,Yes
CUST54540,Yes
CUST08795,Yes
CUST58354,No
CUST76675,No
CUST44658,No
CUST03726,Yes
CUST85365,Yes
CUST58861,No
CUST20137,No
CUST65198,No
CUST45926,No
CUST08425,No
CUST54092,No
CUST79864,Yes
CUST08514,No
CUST52991,No
CUST48751,No
CUST21641,Yes
CUST11203,No
CUST10476,No
CUST81688,Yes
CUST75806,Yes
CUST67182,Yes
CUST02519,No
CUST81603,No
CUST37373,No
CUST75554,No
CUST19267,Yes
CUST53805,Yes
CUST71370,No
CUST40548,Yes
CUST19960,No
CUST51536,Yes
CUST25439,Yes
CUST90881,No
CUST43676,Yes
CUST64398,No
CUST46734,No
CUST10647,No
CUST65638,Yes
CUST64832,No
CUST71562,No
CUST39984,No
CUST26065,No
CUST70010,No
CUST07962,No
CUST11826,No
CUST37997,Yes
CUST76070,No
CUST40400,Yes
CUST82003,No
CUST78486,Yes
CUST64629,Yes
CUST56894,Yes
CUST46539,No
CUST88274,No
CUST33181,Yes
CUST03722,No
CUST85425,No
CUST57964,Yes
CUST36594,No
CUST35346,No
CUST76023,Yes
CUST32701,Yes
CUST60605,No
CUST21032,No
CUST23881,No
CUST33505,No
CUST82149,No
CUST80447,Yes
CUST42269,No
CUST31394,No
CUST87149,No
CUST10821,Yes
CUST38817,Yes
CUST14552,No
CUST49064,No
CUST02489,No
CUST35036,No
CUST84841,No
CUST70739,Yes
CUST53672,Yes
CUST10390,No
CUST00614,Yes
CUST32300,Yes
CUST32256,No
CUST48514,No
CUST71293,No
CUST14897,No
CUST09221,No
CUST04393,No
CUST75774,No
CUST14812,No
CUST07577,Yes
CUST69096,No
CUST56149,No
CUST91487,No
CUST19777,Yes
CUST43252,Yes
CUST91171,No
CUST60719,No
CUST31424,No
CUST34376,Yes
CUST20527,No
CUST79625,No
CUST84363,No
CUST47804,No
CUST13007,No
CUST03535,Yes
CUST65358,Yes
CUST42827,Yes
CUST88159,Yes
CUST51098,Yes
CUST71005,No
CUST87903,Yes
CUST33734,No
CUST46646,No
CUST15441,No
CUST14596,No
CUST81968,No
CUST59585,Yes
CUST46771,Yes
CUST11829,Yes
CUST69950,No
CUST64979,Yes
CUST59951,No
CUST19488,Yes
CUST65185,Yes
CUST62768,No
CUST58223,No
CUST28501,No
CUST66453,No
CUST39318,No
CUST03177,Yes
CUST43652,No
CUST48296,No
CUST70868,Yes
CUST31405,Yes
CUST03010,Yes
CUST32350,No
CUST47333,No
CUST51908,No
CUST47512,No
CUST88537,No
CUST70924,No
CUST64467,No
CUST55908,No
CUST04106,Yes
CUST89622,No
CUST85337,No
CUST26239,Yes
CUST37938,No
CUST25932,No
CUST04188,Yes
CUST87116,No
CUST34486,Yes
CUST86661,No
CUST43519,Yes
CUST36132,No
CUST27658,No
CUST57641,Yes
CUST49062,No
CUST06413,Yes
CUST23132,Yes
CUST49874,Yes
CUST71655,Yes
CUST52946,No
CUST75036,No
CUST12451,No
CUST21211,No
CUST75814,No
CUST58883,No
CUST03068,No
CUST87058,Yes
CUST19706,No
CUST88626,Yes
CUST14733,No
CUST58321,No
CUST42745,Yes
CUST34307,No
CUST14543,Yes
CUST33049,Yes
CUST63340,No
CUST88897,Yes
CUST09865,No
CUST88998,No
CUST75839,No
CUST11409,No
CUST58586,No
CUST02462,No
CUST87163,No
CUST59105,No
CUST84352,No
CUST81642,No
CUST80836,Yes
CUST83488,No
CUST40261,No
CUST13484,No
CUST90149,Yes
CUST79839,Yes
CUST49564,No
CUST70441,Yes
CUST42583,No
CUST72777,No
CUST27179,Yes
CUST33549,No
CUST80346,No
CUST66535,No
CUST19986,No
CUST52049,No
CUST47671,Yes
CUST82839,No
CUST54261,No
CUST09251,No
CUST15398,No
CUST14334,No
CUST30439,No
CUST79478,No
CUST31220,No
CUST65610,No
CUST85010,No
CUST86319,Yes
CUST38086,No
CUST05277,Yes
CUST12185,No
CUST35844,Yes
CUST05562,Yes
CUST01540,No
CUST52762,No
CUST61386,No
CUST76775,Yes
CUST31944,No
CUST20082,No
CUST05868,No
CUST19478,Yes
CUST77127,No
CUST54101,No
CUST00467,No
CUST16774,No
CUST36190,Yes
CUST23008,No
CUST82017,Yes
CUST79931,No
CUST65754,No
CUST11165,Yes
CUST14060,Yes
CUST52574,No
CUST33868,No
CUST74337,No
CUST19845,No
CUST56770,No
CUST30098,Yes
CUST24559,No
CUST22415,No
CUST57844,No
CUST03526,No
CUST26199,Yes
CUST13315,No
CUST59106,No
CUST75776,Yes
CUST77836,No
CUST19244,No
CUST00339,No
CUST88238,No
CUST15172,Yes
CUST28230,No
CUST09140,No
CUST80963,No
CUST36567,No
CUST82110,Yes
CUST02610,Yes
CUST80175,No
CUST44082,No
CUST19799,No
CUST41086,Yes
CUST85707,No
CUST26313,No
CUST36221,Yes
CUST74920,Yes
CUST74187,No
CUST00527,No
CUST67508,No
CUST61544,Yes
CUST17986,Yes
CUST33983,No
CUST81271,No
CUST73556,No
CUST55460,Yes
CUST70475,No
CUST75014,No
CUST87468,Yes
CUST00564,No
CUST53924,Yes
CUST43608,Yes
CUST01284,No
CUST59203,Yes
CUST38599,No
CUST30896,No
CUST66621,No
CUST61185,Yes
CUST33569,Yes
CUST31239,Yes
CUST18669,No
CUST58156,No
CUST78804,Yes
CUST49788,No
CUST11561,No
CUST51416,No
CUST90155,No
CUST80586,No
CUST76822,Yes
CUST54964,No
CUST06267,No
CUST82250,No
CUST10946,Yes
CUST26655,Yes
CUST72898,No
CUST00374,No
CUST19508,No
CUST02110,No
CUST41240,No
CUST12154,Yes
CUST78303,No
CUST25721,No
CUST07519,No
CUST71375,Yes
CUST09010,Yes
CUST14944,Yes
CUST36920,No
CUST87571,Yes
CUST56512,No
CUST15051,Yes
CUST65275,No
CUST25495,Yes
CUST88774,Yes
CUST12340,Yes
CUST73718,Yes
CUST24029,No
CUST80183,No
CUST28489,Yes
CUST22753,No
CUST02580,No
CUST80866,No
CUST08930,Yes
CUST80713,No
CUST05474,No
CUST54790,Yes
CUST10788,Yes
CUST85622,Yes
CUST19047,No
CUST49878,Yes
CUST87224,No
CUST65009,No
CUST57763,Yes
CUST71259,No
CUST22733,No
CUST20566,No
CUST51109,Yes
CUST34138,No
CUST61432,Yes
CUST74425,No
CUST41816,Yes
CUST67534,No
CUST75263,Yes
CUST54260,Yes
CUST60343,Yes
CUST54778,Yes
CUST79042,Yes
CUST68721,Yes
CUST62154,No
CUST46578,No
CUST83770,Yes
CUST45226,Yes
CUST21694,No
CUST23064,Yes
CUST25547,No
CUST79661,Yes
CUST82623,Yes
CUST26240,No
CUST39381,No
CUST02703,Yes
CUST57827,No
CUST27540,Yes
CUST15834,Yes
CUST18960,No
CUST71248,Yes
CUST43280,No
CUST53237,Yes
CUST34951,No
CUST55002,Yes
CUST77678,Yes
CUST28077,No
CUST24870,No
CUST30694,No
CUST21069,No
CUST25677,Yes
CUST45639,No
CUST46726,No
CUST28655,No
CUST60565,No
CUST89123,Yes
CUST86546,Yes
CUST42138,No
CUST67901,No
CUST90688,Yes
CUST47352,Yes
CUST15268,No
CUST85129,Yes
CUST83207,Yes
CUST49177,Yes
CUST86665,No
CUST09338,Yes
CUST77854,Yes
CUST68578,No
CUST77172,No
CUST70506,No
CUST19129,No
CUST87814,No
CUST78636,Yes
CUST52396,Yes
CUST77485,Yes
CUST36866,No
CUST76820,Yes
CUST02969,No
CUST46051,Yes
CUST64107,Yes
CUST23802,No
CUST58273,Yes
CUST68083,Yes
CUST35542,Yes
CUST33408,Yes
CUST69963,Yes
CUST44572,Yes
CUST81845,No
CUST43604,Yes
CUST27587,No
CUST14129,No
CUST48055,No
CUST60022,Yes
CUST90967,Yes
CUST08813,Yes
CUST63347,No
CUST27464,No
CUST39373,Yes
CUST61251,Yes
CUST08442,No
CUST39059,Yes
CUST48352,Yes
CUST82994,No
CUST46069,No
CUST48336,No
CUST39857,Yes
CUST86138,No
CUST45260,Yes
CUST08648,No
CUST55930,No
CUST79620,Yes
CUST61268,No
CUST04057,No
CUST47914,No
CUST83710,No
CUST57520,Yes
CUST42098,No
CUST62711,Yes
CUST52967,Yes
CUST82444,No
CUST29583,Yes
CUST39223,Yes
CUST81492,No
CUST80670,No
CUST40725,No
CUST50217,Yes
CUST25498,Yes
CUST17450,No
CUST37871,Yes
CUST35253,No
CUST25459,No
CUST79286,Yes
CUST79346,Yes
CUST26346,Yes
CUST40043,Yes
CUST70265,Yes
CUST80171,No
CUST03465,No
CUST18533,No
CUST67944,No
CUST65010,Yes
CUST30398,Yes
CUST74212,No
CUST38619,Yes
CUST82481,No
CUST67800,Yes
CUST29546,Yes
CUST66280,No
CUST15886,Yes
CUST67754,Yes
CUST50484,Yes
CUST22843,Yes
CUST15340,No
CUST18607,Yes
CUST00765,Yes
CUST81718,Yes
CUST36110,No
CUST80904,Yes
CUST41434,Yes
CUST89851,No
CUST23236,Yes
CUST05693,Yes
CUST63110,Yes
CUST88590,No
CUST42758,Yes
CUST58499,No
CUST40012,No
CUST71984,No
CUST72088,No
CUST24873,Yes
CUST48815,No
CUST31919,Yes
CUST70820,Yes
CUST71276,No
CUST66314,Yes
CUST76212,No
CUST20545,No
CUST77362,No
CUST57263,No
CUST83858,No
CUST55347,No
CUST31278,Yes
CUST79380,Yes
CUST32856,No
CUST21743,Yes
CUST13818,No
CUST59524,Yes
CUST45735,No
CUST26852,No
CUST50480,No
CUST05651,Yes
CUST07074,No
CUST76962,Yes
CUST77566,No
CUST20726,Yes
CUST82923,No
CUST56632,Yes
CUST80795,No
CUST20491,No
CUST56735,Yes
CUST85778,Yes
CUST17945,Yes
CUST06252,Yes
CUST23859,No
CUST15325,Yes
CUST44846,Yes
CUST00296,Yes
CUST34522,Yes
CUST17668,Yes
CUST27642,Yes
CUST23299,Yes
CUST15888,No
CUST01718,No
CUST38989,No
CUST86176,Yes
CUST69525,No
CUST89081,Yes
CUST64917,No
CUST74679,No
CUST45483,No
CUST40146,No
CUST41837,Yes
CUST41260,No
CUST36944,Yes
CUST23947,Yes
CUST82825,Yes
CUST32203,Yes
CUST75744,No
CUST34807,No
CUST62903,Yes
CUST46971,Yes
CUST05554,No
CUST47675,Yes
CUST28308,Yes
CUST86147,No
CUST42653,Yes
CUST38765,No
CUST21667,No
CUST56877,Yes
CUST65894,Yes
CUST51644,Yes
CUST88119,No
CUST39777,No
CUST86451,Yes
CUST77835,No
CUST27938,No
CUST39418,No
CUST35492,No
CUST79236,Yes
CUST55989,Yes
CUST43826,No
CUST33272,No
CUST51763,Yes
CUST14063,No
CUST22266,No
CUST91347,Yes
CUST20823,No
CUST57454,Yes
CUST74850,No
CUST68107,Yes
CUST35887,No
CUST08591,No
CUST60929,No
CUST81811,No
CUST49247,Yes
CUST87536,Yes
CUST48868,Yes
CUST37763,No
CUST27550,No
CUST44905,No
CUST60346,Yes
CUST68477,No
CUST83748,No
CUST28095,Yes
CUST80383,Yes
CUST53396,No
CUST63578,No
CUST68033,No
CUST31728,No
CUST80009,No
CUST39968,Yes
CUST35490,No
CUST21050,No
CUST50890,Yes
CUST83394,No
CUST83825,No
CUST49238,Yes
CUST05131,Yes
CUST19032,Yes
CUST30803,No
CUST80427,Yes
CUST34002,Yes
CUST40111,No
CUST19522,No
CUST47294,No
CUST19901,No
CUST71354,Yes
CUST32820,No
CUST09215,Yes
CUST38476,Yes
CUST32201,No
CUST60283,No
CUST88664,No
CUST34579,No
CUST25601,No
CUST88825,Yes
CUST65540,No
CUST15732,No
CUST42280,No
CUST34983,No
CUST25065,No
CUST84349,No
CUST31489,Yes
CUST50246,No
CUST37122,No
CUST82951,No
CUST00125,Yes
CUST16034,Yes
CUST12217,No
CUST00706,No
CUST77920,Yes
CUST46962,Yes
CUST49442,No
CUST34660,No
CUST54063,No
CUST79713,No
CUST37238,Yes
CUST20773,No
CUST61961,No
CUST17330,No
CUST89175,No
CUST78322,No
CUST61906,Yes
CUST45705,Yes
CUST57284,Yes
CUST51889,No
CUST48901,No
CUST14947,Yes
CUST44206,Yes
CUST07847,Yes
CUST36346,Yes
CUST46762,No
CUST55480,Yes
CUST38729,Yes
CUST37701,No
CUST15474,Yes
CUST31442,No
CUST32732,No
CUST19324,No
CUST15724,No
CUST83993,No
CUST34179,No
CUST00707,No
CUST44771,Yes
CUST22125,No
CUST19278,Yes
CUST77256,No
CUST83719,Yes
CUST45943,Yes
CUST88991,No
CUST80107,No
CUST79939,Yes
CUST60574,Yes
CUST44914,Yes
CUST30939,No
CUST57014,Yes
CUST89507,Yes
CUST19105,No
CUST54723,Yes
CUST31322,Yes
CUST26419,Yes
CUST52065,Yes
CUST57865,No
CUST83228,Yes
CUST02745,No
CUST49395,No
CUST88702,Yes
CUST12028,Yes
CUST58013,No
CUST51454,No
CUST85217,No
CUST53493,No
CUST49372,No
CUST87060,No
CUST71288,Yes
CUST07281,Yes
CUST85060,Yes
CUST06375,Yes
CUST37623,No
CUST90360,No
CUST41501,Yes
CUST56171,Yes
CUST60024,Yes
CUST90648,Yes
CUST14492,Yes
CUST30913,No
CUST03066,No
CUST61504,No
CUST88705,No
CUST77581,No
CUST69275,No
CUST75027,No
CUST29742,No
CUST25643,No
CUST20136,Yes
CUST85823,No
CUST26862,No
CUST76427,No
CUST53360,No
CUST71427,Yes
CUST55339,No
CUST34135,No
CUST37838,No
CUST14983,No
CUST50462,No
CUST58517,Yes
CUST58108,No
CUST74119,Yes
CUST50650,No
CUST00372,No
CUST55637,No
CUST35272,No
CUST18561,Yes
CUST20772,No
CUST18235,Yes
CUST51430,No
CUST30073,No
CUST04380,No
CUST56323,No
CUST81302,Yes
CUST67166,No
CUST39615,No
CUST76168,No
CUST44087,Yes
CUST87828,No
CUST40577,No
CUST33355,No
CUST16504,Yes
CUST02782,No
CUST15900,No
CUST49142,Yes
CUST54526,Yes
CUST73074,No
CUST19150,No
CUST60049,No
CUST38967,Yes
CUST00119,No
CUST43050,Yes
CUST42810,No
CUST63584,Yes
CUST02353,No
CUST16266,Yes
CUST07392,Yes
CUST41623,No
CUST50263,No
CUST60610,No
CUST73257,Yes
CUST33183,No
CUST39066,Yes
CUST45500,No
CUST27865,Yes
CUST38194,No
CUST51744,No
CUST15674,No
CUST33815,Yes
CUST73260,No
CUST25915,Yes
CUST25713,No
CUST41194,Yes
CUST01786,No
CUST73320,Yes
CUST85684,No
CUST78073,No
CUST60952,Yes
CUST52771,No
CUST03323,No
CUST61327,No
CUST17035,No
CUST61421,No
CUST03728,No
CUST71785,Yes
CUST56686,No
CUST63745,Yes
CUST27686,Yes
CUST83565,Yes
CUST15109,No
CUST60264,No
CUST78177,No
CUST31862,Yes
CUST58501,Yes
CUST34227,No
CUST38343,Yes
CUST63165,No
CUST38830,Yes
CUST82860,No
CUST74668,No
CUST43392,No
CUST75667,Yes
CUST12026,No
CUST45974,No
CUST90750,Yes
CUST43981,No
CUST03956,Yes
CUST83942,Yes
CUST65495,No
CUST25372,No
CUST20283,Yes
CUST73231,Yes
CUST00402,No
CUST35914,No
CUST73832,Yes
CUST46084,No
CUST44280,No
CUST61332,No
CUST14315,No
CUST04774,No
CUST41289,No
CUST26132,No
CUST28902,No
CUST21724,Yes
CUST75975,No
CUST16104,No
CUST36874,No
CUST32938,No
CUST81286,Yes
CUST14819,Yes
CUST08062,No
CUST12495,Yes
CUST00819,Yes
CUST00648,No
CUST85534,No
CUST23443,Yes
CUST17731,No
CUST29941,No
CUST38374,Yes
CUST03647,No
CUST51516,No
CUST31843,Yes
CUST82385,No
CUST42578,Yes
CUST27351,No
CUST47432,No
CUST14062,Yes
CUST70347,No
CUST08435,No
CUST65146,Yes
CUST49133,Yes
CUST66171,Yes
CUST57166,No
CUST25045,No
CUST63609,No
CUST31441,Yes
CUST75161,Yes
CUST36195,Yes
CUST49660,Yes
CUST21799,Yes
CUST56893,Yes
CUST81550,No
CUST52201,Yes
CUST46936,No
CUST18109,No
CUST22438,No
CUST85451,Yes
CUST52605,No
CUST40470,No
CUST80870,No
CUST68491,No
CUST10155,No
CUST60451,Yes
CUST40979,No
CUST00423,No
CUST09302,No
CUST56409,No
CUST38127,Yes
CUST43058,Yes
CUST73946,No
CUST59332,No
CUST77960,No
CUST40608,Yes
CUST72663,No
CUST05271,No
CUST80653,Yes
CUST53114,No
CUST64164,Yes
CUST44463,No
CUST25520,No
CUST82447,No
CUST66317,No
CUST36318,No
CUST63940,No
CUST88243,No
CUST59326,No
CUST03945,No
CUST51860,No
CUST83624,Yes
CUST75345,Yes
CUST75470,No
CUST04784,Yes
CUST26262,No
CUST53371,Yes
CUST51431,Yes
CUST86182,No
CUST02586,Yes
CUST55125,No
CUST37891,No
CUST08606,Yes
CUST82255,No
CUST12567,No
CUST12061,No
CUST02873,Yes
CUST83557,No
CUST43160,Yes
CUST85559,Yes
CUST16347,No
CUST28579,Yes
CUST15885,No
CUST61707,Yes
CUST48370,No
CUST79174,Yes
CUST67387,Yes
CUST48442,Yes
CUST23731,No
CUST44659,Yes
CUST90327,No
CUST29973,Yes
CUST18427,Yes
CUST47084,Yes
CUST64840,No
CUST87403,No
CUST76549,No
CUST16200,No
CUST89082,No
CUST00359,Yes
CUST09547,No
CUST37530,No
CUST38438,No
CUST70754,Yes
CUST66901,No
CUST05649,No
CUST11176,No
CUST29059,No
CUST20413,No
CUST63846,Yes
CUST52504,No
CUST53644,No
CUST88150,Yes
CUST64328,No
CUST67999,Yes
CUST71424,No
CUST26541,No
CUST68061,Yes
CUST00546,Yes
CUST83470,Yes
CUST56816,Yes
CUST35007,No
CUST56212,No
CUST60708,Yes
CUST53415,Yes
CUST07885,Yes
CUST82400,Yes
CUST07460,No
CUST10981,Yes
CUST21989,Yes
CUST84121,No
CUST57342,No
CUST26474,Yes
CUST32045,Yes
CUST28793,No
CUST09587,Yes
CUST15187,No
CUST32574,Yes
CUST23991,No
CUST31968,Yes
CUST33649,Yes
CUST77591,No
CUST48029,Yes
CUST69914,Yes
CUST30118,No
CUST65355,No
CUST04459,Yes
CUST24834,No
CUST39253,No
CUST21080,No
CUST36366,Yes
CUST75705,No
CUST70814,Yes
CUST26781,No
CUST66365,Yes
CUST47665,Yes
CUST89334,No
CUST88558,Yes
CUST57783,Yes
CUST37217,Yes
CUST08936,Yes
CUST75622,Yes
CUST69723,No
CUST41887,No
CUST46083,No
CUST07915,No
CUST56969,Yes
CUST18774,No
CUST67833,No
CUST20007,Yes
CUST80950,No
CUST62167,Yes
CUST27137,No
CUST66896,Yes
CUST80751,No
CUST69147,No
CUST10154,No
CUST49743,Yes
CUST44324,Yes
CUST02677,No
CUST24355,Yes
CUST19002,Yes
CUST34781,Yes
CUST60416,No
CUST39441,No
CUST88504,No
CUST25506,No
CUST14482,No
CUST91089,Yes
CUST53866,Yes
CUST33644,Yes
CUST70041,No
CUST57998,No
CUST36263,No
CUST18445,No
CUST18587,Yes
CUST17453,Yes
CUST19627,No
CUST51032,Yes
CUST40848,Yes
CUST68764,Yes
CUST59623,Yes
CUST41715,No
CUST84079,No
CUST57485,No
CUST15879,No
CUST72876,No
CUST78689,No
CUST69586,No
CUST11240,No
CUST46633,No
CUST77372,Yes
CUST16397,Yes
CUST70922,Yes
CUST56696,Yes
CUST13753,No
CUST12478,Yes
CUST70885,No
CUST83468,No
CUST50910,No
CUST87734,No
CUST59255,No
CUST54514,Yes
CUST57578,Yes
CUST77336,Yes
CUST11489,Yes
CUST82298,Yes
CUST55620,Yes
CUST30708,Yes
CUST19605,No
CUST76225,No
CUST63814,No
CUST34589,Yes
CUST38231,No
CUST87969,No
CUST71419,Yes
CUST90524,Yes
CUST76552,No
CUST37498,Yes
CUST77963,Yes
CUST77689,Yes
CUST44315,Yes
CUST80609,No
CUST67462,No
CUST31064,Yes
CUST50599,No
CUST07232,Yes
CUST55160,Yes
CUST32652,Yes
CUST10101,Yes
CUST68785,No
CUST64589,Yes
CUST38621,No
CUST78375,No
CUST06347,No
CUST28763,Yes
CUST46189,No
CUST49996,No
CUST27665,Yes
CUST22164,No
CUST66441,Yes
CUST58194,No
CUST58188,Yes
CUST14183,Yes
CUST61983,No
CUST50516,No
CUST75365,No
CUST15789,Yes
CUST91074,Yes
CUST35357,No
CUST54895,No
CUST27812,No
CUST23183,Yes
CUST75857,No
CUST11038,Yes
CUST25294,Yes
CUST11650,Yes
CUST38979,No
CUST68475,No
CUST77527,Yes
CUST16642,Yes
CUST41007,Yes
CUST33052,Yes
CUST33232,Yes
CUST75111,No
CUST67676,Yes
CUST09384,Yes
CUST55833,Yes
CUST46278,Yes
CUST69720,No
CUST75712,No
CUST49109,Yes
CUST31219,No
CUST28069,No
CUST14115,No
CUST70281,No
CUST53242,No
CUST22593,No
CUST61663,No
CUST35565,Yes
CUST84252,Yes
CUST84255,Yes
CUST79024,Yes
CUST89726,Yes
CUST76878,No
CUST24967,Yes
CUST23860,No
CUST50381,No
CUST56032,Yes
CUST59824,No
CUST33175,Yes
CUST48022,No
CUST44611,Yes
CUST50265,Yes
CUST66968,No
CUST58233,No
CUST81986,No
CUST23816,Yes
CUST76107,No
CUST24867,Yes
CUST01792,No
CUST26011,No
CUST52589,Yes
CUST50352,No
CUST31601,No
CUST16698,No
CUST54121,No
CUST44695,No
CUST34508,No
CUST81317,No
CUST04092,No
CUST59837,No
CUST54133,No
CUST50640,No
CUST26805,Yes
CUST11420,Yes
