customer_id,recharge_in_first_3_months,recharge_in_recent_month,frequency_trend
CUST16813,7,5,decreasing
CUST16814,2,3,increasing
CUST16815,3,2,decreasing
CUST16816,3,4,increasing
CUST16817,1,1,Stable
CUST16818,3,1,decreasing
CUST16819,3,2,decreasing
CUST16820,1,1,Stable
CUST16821,1,1,Stable
CUST16823,11,11,Stable
CUST16824,3,2,decreasing
CUST16825,3,3,Stable
CUST16828,7,10,increasing
CUST16829,1,3,increasing
CUST16831,1,2,increasing
CUST16833,2,2,Stable
CUST16836,5,5,Stable
CUST16837,3,3,Stable
CUST16838,9,7,decreasing
CUST16840,9,9,Stable
CUST16841,1,3,increasing
CUST16842,1,1,Stable
CUST16843,1,1,Stable
CUST16846,2,2,Stable
CUST16847,2,2,Stable
CUST16848,1,1,Stable
CUST16849,4,4,Stable
CUST16850,5,7,increasing
CUST16851,5,6,increasing
CUST16852,1,1,Stable
CUST16853,1,1,Stable
CUST16855,2,4,increasing
CUST16856,3,5,increasing
CUST16857,1,2,increasing
CUST16858,1,1,Stable
CUST16859,3,3,Stable
CUST16861,2,2,Stable
CUST16862,8,13,increasing
CUST16863,7,5,decreasing
CUST16864,4,4,Stable
CUST16865,2,4,increasing
CUST16866,3,3,Stable
CUST16868,2,1,decreasing
CUST16869,39,39,Stable
CUST16870,3,3,Stable
CUST16871,4,3,decreasing
CUST16872,1,1,Stable
CUST16873,1,1,Stable
CUST16874,3,3,Stable
CUST16875,1,1,Stable
CUST16876,4,8,increasing
CUST16877,1,1,Stable
CUST16878,20,22,increasing
CUST16879,3,3,Stable
CUST16880,3,3,Stable
CUST16881,6,2,decreasing
CUST16882,3,1,decreasing
CUST16883,7,6,decreasing
CUST16884,5,2,decreasing
CUST16886,1,1,Stable
CUST16887,2,4,increasing
CUST16888,1,2,increasing
CUST16889,14,14,Stable
CUST16890,2,3,increasing
CUST16891,6,6,Stable
CUST16892,1,1,Stable
CUST16893,3,4,increasing
CUST16894,3,1,decreasing
CUST16896,2,2,Stable
CUST16897,3,1,decreasing
CUST16898,1,1,Stable
CUST16899,9,7,decreasing
CUST16901,1,1,Stable
CUST16902,2,2,Stable
CUST16903,3,3,Stable
CUST16904,7,6,decreasing
CUST16906,5,3,decreasing
CUST16907,3,3,Stable
CUST16908,4,4,Stable
CUST16909,3,2,decreasing
CUST16910,1,1,Stable
CUST16911,3,2,decreasing
CUST16912,1,1,Stable
CUST16913,2,1,decreasing
CUST16914,2,4,increasing
CUST16915,3,1,decreasing
CUST16916,2,1,decreasing
CUST16917,4,4,Stable
CUST16918,2,1,decreasing
CUST16919,5,1,decreasing
CUST16920,2,1,decreasing
CUST16921,2,1,decreasing
CUST16922,3,4,increasing
CUST16923,2,2,Stable
CUST16924,14,19,increasing
CUST16925,2,2,Stable
CUST16929,1,1,Stable
CUST16930,1,2,increasing
CUST16931,5,5,Stable
CUST16932,7,4,decreasing
CUST16933,1,1,Stable
CUST16934,2,6,increasing
CUST16936,2,3,increasing
CUST16937,4,5,increasing
CUST16938,1,3,increasing
CUST16939,3,2,decreasing
CUST16940,2,1,decreasing
CUST16941,30,30,Stable
CUST16942,2,2,Stable
CUST16943,2,5,increasing
CUST16944,30,30,Stable
CUST16945,2,2,Stable
CUST16947,19,19,Stable
CUST16948,6,6,Stable
CUST16949,1,1,Stable
CUST16950,1,1,Stable
CUST16951,2,3,increasing
CUST16952,3,4,increasing
CUST16953,3,3,Stable
CUST16954,6,8,increasing
CUST16955,5,4,decreasing
CUST16956,4,4,Stable
CUST16957,1,2,increasing
CUST16959,6,4,decreasing
CUST16960,1,1,Stable
CUST16961,3,4,increasing
CUST16963,3,2,decreasing
CUST16964,4,2,decreasing
CUST16965,2,2,Stable
CUST16966,2,2,Stable
CUST16967,2,3,increasing
CUST16968,1,2,increasing
CUST16969,3,2,decreasing
CUST16970,2,1,decreasing
CUST16972,1,1,Stable
CUST16973,2,1,decreasing
CUST16974,2,2,Stable
CUST16975,1,1,Stable
CUST16976,2,2,Stable
CUST16978,2,2,Stable
CUST16979,7,13,increasing
CUST16980,1,1,Stable
CUST16981,3,3,Stable
CUST16984,2,3,increasing
CUST16985,3,2,decreasing
CUST16986,1,1,Stable
CUST16987,3,1,decreasing
CUST16988,4,2,decreasing
CUST16989,2,1,decreasing
CUST16990,5,4,decreasing
CUST16991,1,2,increasing
CUST16992,1,2,increasing
CUST16993,1,1,Stable
CUST16994,5,4,decreasing
CUST16995,5,5,Stable
CUST16996,1,1,Stable
CUST16997,2,2,Stable
CUST16998,1,1,Stable
CUST16999,3,1,decreasing
CUST17000,3,3,Stable
CUST17002,1,1,Stable
CUST17003,7,5,decreasing
CUST17005,2,2,Stable
CUST17006,1,1,Stable
CUST17007,2,2,Stable
CUST17008,1,1,Stable
CUST17009,3,2,decreasing
CUST17010,3,5,increasing
CUST17011,2,2,Stable
CUST17013,5,5,Stable
CUST17014,1,1,Stable
CUST17015,29,30,increasing
CUST17017,1,3,increasing
CUST17019,2,2,Stable
CUST17021,1,1,Stable
CUST17022,1,1,Stable
CUST17023,1,1,Stable
CUST17024,1,1,Stable
CUST17025,4,1,decreasing
CUST17026,7,3,decreasing
CUST17027,5,1,decreasing
CUST17028,1,1,Stable
CUST17029,1,1,Stable
CUST17030,4,5,increasing
CUST17031,2,2,Stable
CUST17032,2,1,decreasing
CUST17035,6,1,decreasing
CUST17036,4,2,decreasing
CUST17037,3,1,decreasing
CUST17038,1,1,Stable
CUST17039,5,5,Stable
CUST17040,1,2,increasing
CUST17041,3,2,decreasing
CUST17042,2,2,Stable
CUST17043,4,4,Stable
CUST17045,1,1,Stable
CUST17046,3,2,decreasing
CUST17047,7,6,decreasing
CUST17048,1,1,Stable
CUST17049,3,2,decreasing
CUST17050,2,1,decreasing
CUST17051,4,3,decreasing
CUST17052,9,9,Stable
CUST17053,3,4,increasing
CUST17054,3,3,Stable
CUST17056,7,15,increasing
CUST17057,1,1,Stable
CUST17058,2,2,Stable
CUST17059,1,1,Stable
CUST17060,11,11,Stable
CUST17061,2,4,increasing
CUST17062,2,2,Stable
CUST17063,12,8,decreasing
CUST17064,23,23,Stable
CUST17068,7,13,increasing
CUST17069,12,21,increasing
CUST17072,4,4,Stable
CUST17073,3,2,decreasing
CUST17074,9,9,Stable
CUST17075,1,2,increasing
CUST17076,1,3,increasing
CUST17077,8,8,Stable
CUST17078,3,1,decreasing
CUST17079,5,3,decreasing
CUST17080,2,1,decreasing
CUST17081,2,2,Stable
CUST17082,3,1,decreasing
CUST17083,10,8,decreasing
CUST17084,2,2,Stable
CUST17085,4,1,decreasing
CUST17086,1,1,Stable
CUST17087,1,3,increasing
CUST17088,16,15,decreasing
CUST17089,2,1,decreasing
CUST17090,6,4,decreasing
CUST17091,2,1,decreasing
CUST17092,1,2,increasing
CUST17093,1,2,increasing
CUST17094,2,1,decreasing
CUST17095,6,3,decreasing
CUST17096,3,2,decreasing
CUST17097,2,1,decreasing
CUST17098,7,3,decreasing
CUST17101,2,4,increasing
CUST17102,3,2,decreasing
CUST17103,2,2,Stable
CUST17105,2,2,Stable
CUST17106,3,3,Stable
CUST17107,2,4,increasing
CUST17108,3,2,decreasing
CUST17109,3,4,increasing
CUST17110,2,6,increasing
CUST17111,1,3,increasing
CUST17112,3,5,increasing
CUST17113,2,7,increasing
CUST17115,2,1,decreasing
CUST17116,3,6,increasing
CUST17117,4,7,increasing
CUST17119,4,5,increasing
CUST17120,5,3,decreasing
CUST17121,1,2,increasing
CUST17122,3,6,increasing
CUST17123,2,2,Stable
CUST17124,14,7,decreasing
CUST17125,1,2,increasing
CUST17126,4,2,decreasing
CUST17127,10,10,Stable
CUST17128,2,3,increasing
CUST17129,4,3,decreasing
CUST17130,8,2,decreasing
CUST17131,2,1,decreasing
CUST17132,3,5,increasing
CUST17133,7,4,decreasing
CUST17134,1,1,Stable
CUST17136,1,1,Stable
CUST17137,3,4,increasing
CUST17138,1,2,increasing
CUST17140,2,3,increasing
CUST17141,1,3,increasing
CUST17143,3,3,Stable
CUST17144,30,30,Stable
CUST17145,1,1,Stable
CUST17146,5,4,decreasing
CUST17147,1,1,Stable
CUST17148,1,3,increasing
CUST17149,11,7,decreasing
CUST17150,1,1,Stable
CUST17151,4,3,decreasing
CUST17152,8,2,decreasing
CUST17153,1,2,increasing
CUST17154,5,4,decreasing
CUST17155,1,1,Stable
CUST17156,2,1,decreasing
CUST17158,6,7,increasing
CUST17161,1,1,Stable
CUST17162,3,3,Stable
CUST17163,2,5,increasing
CUST17165,4,4,Stable
CUST17166,1,1,Stable
CUST17167,1,3,increasing
CUST17168,1,1,Stable
CUST17169,9,8,decreasing
CUST17170,5,5,Stable
CUST17171,2,2,Stable
CUST17172,17,17,Stable
CUST17173,5,2,decreasing
CUST17174,9,3,decreasing
CUST17175,2,2,Stable
CUST17176,5,2,decreasing
CUST17177,2,1,decreasing
CUST17178,3,7,increasing
CUST17179,1,1,Stable
CUST17180,9,1,decreasing
CUST17183,2,2,Stable
CUST17185,4,6,increasing
CUST17187,1,1,Stable
CUST17188,3,2,decreasing
CUST17189,1,1,Stable
CUST17190,2,1,decreasing
CUST17191,8,13,increasing
CUST17194,1,1,Stable
CUST17196,1,2,increasing
CUST17197,10,10,Stable
CUST17199,2,3,increasing
CUST17200,1,2,increasing
CUST17202,4,4,Stable
CUST17203,1,2,increasing
CUST17204,1,2,increasing
CUST17205,2,5,increasing
CUST17207,3,4,increasing
CUST17208,5,2,decreasing
CUST17209,1,1,Stable
CUST17210,1,2,increasing
CUST17211,1,2,increasing
CUST17212,4,2,decreasing
CUST17213,8,5,decreasing
CUST17214,2,2,Stable
CUST17215,7,5,decreasing
CUST17216,2,2,Stable
CUST17217,2,1,decreasing
CUST17218,1,2,increasing
CUST17219,3,1,decreasing
CUST17220,4,6,increasing
CUST17221,16,25,increasing
CUST17222,1,1,Stable
CUST17223,2,1,decreasing
CUST17224,4,3,decreasing
CUST17225,5,4,decreasing
CUST17226,1,1,Stable
CUST17227,8,9,increasing
CUST17228,1,2,increasing
CUST17229,2,4,increasing
CUST17230,1,1,Stable
CUST17231,1,1,Stable
CUST17232,3,4,increasing
CUST17233,2,2,Stable
CUST17234,40,40,Stable
CUST17235,2,3,increasing
CUST17236,8,7,decreasing
CUST17237,2,3,increasing
CUST17239,1,2,increasing
CUST17240,11,10,decreasing
CUST17241,3,1,decreasing
CUST17242,4,3,decreasing
CUST17243,2,2,Stable
CUST17244,2,2,Stable
CUST17245,2,1,decreasing
CUST17246,2,6,increasing
CUST17247,2,5,increasing
CUST17248,5,3,decreasing
CUST17249,15,16,increasing
CUST17250,1,1,Stable
CUST17251,4,5,increasing
CUST17252,1,1,Stable
CUST17253,3,2,decreasing
CUST17254,2,1,decreasing
CUST17255,2,2,Stable
CUST17256,1,1,Stable
CUST17257,1,2,increasing
CUST17258,1,1,Stable
CUST17259,1,1,Stable
CUST17260,3,3,Stable
CUST17261,6,3,decreasing
CUST17262,2,2,Stable
CUST17263,3,4,increasing
CUST17264,3,3,Stable
CUST17265,3,1,decreasing
CUST17266,4,1,decreasing
CUST17267,2,2,Stable
CUST17268,3,6,increasing
CUST17269,13,16,increasing
CUST17270,4,2,decreasing
CUST17271,2,5,increasing
CUST17272,3,3,Stable
CUST17273,3,1,decreasing
CUST17274,3,2,decreasing
CUST17275,1,1,Stable
CUST17276,1,2,increasing
CUST17278,2,2,Stable
CUST17280,2,2,Stable
CUST17281,26,29,increasing
CUST17282,2,2,Stable
CUST17283,5,3,decreasing
CUST17284,2,1,decreasing
CUST17285,1,1,Stable
CUST17286,1,1,Stable
CUST17287,2,2,Stable
CUST17288,2,2,Stable
CUST17289,1,1,Stable
CUST17290,1,1,Stable
CUST17291,3,3,Stable
CUST17292,12,12,Stable
CUST17293,2,2,Stable
CUST17294,1,3,increasing
CUST17295,2,2,Stable
CUST17297,2,1,decreasing
CUST17298,6,1,decreasing
CUST17299,2,1,decreasing
CUST17300,8,7,decreasing
CUST17301,5,2,decreasing
CUST17302,2,1,decreasing
CUST17303,2,1,decreasing
CUST17304,1,1,Stable
CUST17305,6,9,increasing
CUST17306,1,3,increasing
CUST17307,1,3,increasing
CUST17309,3,2,decreasing
CUST17310,4,2,decreasing
CUST17311,2,3,increasing
CUST17312,1,1,Stable
CUST17313,1,2,increasing
CUST17314,8,1,decreasing
CUST17315,2,2,Stable
CUST17316,3,3,Stable
CUST17317,2,2,Stable
CUST17318,1,3,increasing
CUST17319,2,2,Stable
CUST17320,2,2,Stable
CUST17321,1,2,increasing
CUST17323,4,1,decreasing
CUST17324,5,7,increasing
CUST17326,1,2,increasing
CUST17327,3,3,Stable
CUST17328,5,5,Stable
CUST17329,4,5,increasing
CUST17330,3,3,Stable
CUST17331,2,2,Stable
CUST17332,2,2,Stable
CUST17333,1,1,Stable
CUST17334,4,4,Stable
CUST17335,7,5,decreasing
CUST17336,1,1,Stable
CUST17337,1,2,increasing
CUST17339,5,2,decreasing
CUST17340,7,3,decreasing
CUST17341,5,1,decreasing
CUST17342,1,3,increasing
CUST17343,16,16,Stable
CUST17344,5,5,Stable
CUST17345,2,1,decreasing
CUST17346,2,2,Stable
CUST17347,2,1,decreasing
CUST17348,4,3,decreasing
CUST17349,1,1,Stable
CUST17350,7,5,decreasing
CUST17351,1,2,increasing
CUST17352,2,2,Stable
CUST17353,17,13,decreasing
CUST17355,3,2,decreasing
CUST17356,1,1,Stable
CUST17357,1,2,increasing
CUST17358,3,7,increasing
CUST17359,1,1,Stable
CUST17360,1,1,Stable
CUST17361,1,1,Stable
CUST17363,1,1,Stable
CUST17364,1,2,increasing
CUST17365,1,3,increasing
CUST17366,4,4,Stable
CUST17367,2,2,Stable
CUST17369,1,1,Stable
CUST17370,1,1,Stable
CUST17371,2,1,decreasing
CUST17372,1,1,Stable
CUST17373,1,2,increasing
CUST17374,1,4,increasing
CUST17376,2,2,Stable
CUST17377,1,1,Stable
CUST17378,4,3,decreasing
CUST17379,14,9,decreasing
CUST17380,2,4,increasing
CUST17381,2,2,Stable
CUST17382,1,1,Stable
CUST17383,1,1,Stable
CUST17384,9,6,decreasing
CUST17385,16,14,decreasing
CUST17386,1,2,increasing
CUST17387,2,1,decreasing
CUST17388,4,3,decreasing
CUST17389,2,2,Stable
CUST17390,1,1,Stable
CUST17391,33,33,Stable
CUST17392,2,5,increasing
CUST17393,1,10,increasing
CUST17394,5,4,decreasing
CUST17395,1,1,Stable
CUST17396,10,10,Stable
CUST17397,1,1,Stable
CUST17399,2,2,Stable
CUST17400,2,2,Stable
CUST17404,1,2,increasing
CUST17405,8,8,Stable
CUST17407,15,12,decreasing
CUST17411,1,2,increasing
CUST17412,2,2,Stable
CUST17413,1,1,Stable
CUST17414,1,4,increasing
CUST17415,25,25,Stable
CUST17416,2,2,Stable
CUST17417,1,1,Stable
CUST17418,5,6,increasing
CUST17419,3,1,decreasing
CUST17420,2,5,increasing
CUST17423,1,1,Stable
CUST17424,5,2,decreasing
CUST17425,5,5,Stable
CUST17426,2,2,Stable
CUST17427,5,5,Stable
CUST17428,2,1,decreasing
CUST17429,2,2,Stable
CUST17430,1,1,Stable
CUST17431,2,1,decreasing
CUST17432,1,6,increasing
CUST17433,3,4,increasing
CUST17435,1,3,increasing
CUST17437,2,2,Stable
CUST17438,2,1,decreasing
CUST17439,2,2,Stable
CUST17440,8,2,decreasing
CUST17441,17,17,Stable
CUST17442,1,1,Stable
CUST17443,4,5,increasing
CUST17444,2,4,increasing
CUST17445,2,3,increasing
CUST17446,9,10,increasing
CUST17447,1,3,increasing
CUST17448,6,9,increasing
CUST17449,5,5,Stable
CUST17450,2,3,increasing
CUST17451,24,24,Stable
CUST17452,2,2,Stable
CUST17453,3,1,decreasing
CUST17454,6,10,increasing
CUST17455,4,5,increasing
CUST17456,2,2,Stable
CUST17457,3,2,decreasing
CUST17458,1,6,increasing
CUST17459,2,2,Stable
CUST17460,1,1,Stable
CUST17461,8,5,decreasing
CUST17462,1,1,Stable
CUST17464,10,8,decreasing
CUST17465,7,11,increasing
CUST17466,1,2,increasing
CUST17467,3,1,decreasing
CUST17468,2,6,increasing
CUST17470,5,2,decreasing
CUST17471,2,3,increasing
CUST17472,4,4,Stable
CUST17473,4,5,increasing
CUST17474,8,8,Stable
CUST17475,5,4,decreasing
CUST17476,21,20,decreasing
CUST17478,4,6,increasing
CUST17479,3,2,decreasing
CUST17480,6,6,Stable
CUST17481,3,3,Stable
CUST17482,1,1,Stable
CUST17484,37,37,Stable
CUST17485,1,1,Stable
CUST17486,3,1,decreasing
CUST17487,1,1,Stable
CUST17488,2,2,Stable
CUST17489,3,4,increasing
CUST17491,6,4,decreasing
CUST17493,3,2,decreasing
CUST17495,3,5,increasing
CUST17496,5,9,increasing
CUST17498,10,9,decreasing
CUST17499,3,2,decreasing
CUST17500,1,2,increasing
CUST17502,1,4,increasing
CUST17503,2,1,decreasing
CUST17504,1,1,Stable
CUST17505,5,4,decreasing
CUST17506,7,6,decreasing
CUST17507,2,2,Stable
CUST17508,1,1,Stable
CUST17509,1,2,increasing
CUST17510,2,2,Stable
CUST17511,2,2,Stable
CUST17512,6,5,decreasing
CUST17513,1,2,increasing
CUST17515,2,1,decreasing
CUST17516,5,4,decreasing
CUST17517,5,13,increasing
CUST17519,4,3,decreasing
CUST17520,9,6,decreasing
CUST17521,2,5,increasing
CUST17522,3,3,Stable
CUST17523,3,2,decreasing
CUST17525,3,4,increasing
CUST17528,1,4,increasing
CUST17529,2,3,increasing
CUST17530,4,4,Stable
CUST17531,1,2,increasing
CUST17533,2,1,decreasing
CUST17534,3,1,decreasing
CUST17535,1,4,increasing
CUST17536,2,2,Stable
CUST17537,7,10,increasing
CUST17538,4,4,Stable
CUST17539,1,1,Stable
CUST17540,2,2,Stable
CUST17541,4,3,decreasing
CUST17542,6,6,Stable
CUST17543,3,3,Stable
CUST17544,4,2,decreasing
CUST17545,4,4,Stable
CUST17546,3,4,increasing
CUST17549,3,2,decreasing
CUST17550,2,1,decreasing
CUST17551,10,17,increasing
CUST17552,2,3,increasing
CUST17553,3,4,increasing
CUST17554,10,4,decreasing
CUST17556,2,2,Stable
CUST17557,4,3,decreasing
CUST17558,2,3,increasing
CUST17559,2,3,increasing
CUST17560,6,8,increasing
CUST17561,4,2,decreasing
CUST17562,2,3,increasing
CUST17563,12,13,increasing
CUST17564,3,1,decreasing
CUST17565,1,2,increasing
CUST17566,2,4,increasing
CUST17568,4,1,decreasing
CUST17570,2,3,increasing
CUST17571,2,5,increasing
CUST17572,1,1,Stable
CUST17574,1,1,Stable
CUST17575,6,1,decreasing
CUST17576,2,2,Stable
CUST17577,1,4,increasing
CUST17578,7,6,decreasing
CUST17579,2,2,Stable
CUST17580,7,5,decreasing
CUST17581,2,2,Stable
CUST17582,3,2,decreasing
CUST17584,1,1,Stable
CUST17585,5,5,Stable
CUST17586,5,1,decreasing
CUST17587,16,10,decreasing
CUST17588,8,5,decreasing
CUST17589,1,2,increasing
CUST17590,2,2,Stable
CUST17591,8,3,decreasing
CUST17592,2,1,decreasing
CUST17593,3,1,decreasing
CUST17595,2,3,increasing
CUST17596,8,6,decreasing
CUST17597,1,1,Stable
CUST17598,2,1,decreasing
CUST17599,10,17,increasing
CUST17600,1,1,Stable
CUST17601,3,4,increasing
CUST17602,6,8,increasing
CUST17603,5,5,Stable
CUST17604,2,2,Stable
CUST17605,4,7,increasing
CUST17606,1,1,Stable
CUST17607,4,1,decreasing
CUST17608,2,1,decreasing
CUST17609,3,3,Stable
CUST17611,2,2,Stable
CUST17612,1,1,Stable
CUST17613,11,9,decreasing
CUST17614,2,2,Stable
CUST17615,2,5,increasing
CUST17616,1,1,Stable
CUST17618,1,1,Stable
CUST17619,3,5,increasing
CUST17620,1,1,Stable
CUST17621,2,1,decreasing
CUST17623,1,2,increasing
CUST17624,1,3,increasing
CUST17625,1,4,increasing
CUST17626,1,2,increasing
CUST17627,4,2,decreasing
CUST17628,2,4,increasing
CUST17629,35,35,Stable
CUST17630,1,1,Stable
CUST17631,2,6,increasing
CUST17632,10,7,decreasing
CUST17633,9,8,decreasing
CUST17634,8,8,Stable
CUST17635,3,3,Stable
CUST17636,1,2,increasing
CUST17638,5,5,Stable
CUST17639,1,1,Stable
CUST17640,14,19,increasing
CUST17641,2,2,Stable
CUST17642,8,7,decreasing
CUST17643,1,1,Stable
CUST17645,8,5,decreasing
CUST17647,1,4,increasing
CUST17648,1,1,Stable
CUST17649,2,1,decreasing
CUST17650,13,18,increasing
CUST17651,2,1,decreasing
CUST17652,24,21,decreasing
CUST17653,4,4,Stable
CUST17654,1,1,Stable
CUST17655,1,3,increasing
CUST17656,2,2,Stable
CUST17657,1,1,Stable
CUST17658,3,3,Stable
CUST17659,1,1,Stable
CUST17660,16,10,decreasing
CUST17661,4,1,decreasing
CUST17662,3,5,increasing
CUST17663,2,2,Stable
CUST17664,1,2,increasing
CUST17666,3,5,increasing
CUST17667,5,5,Stable
CUST17668,2,2,Stable
CUST17669,2,4,increasing
CUST17670,4,4,Stable
CUST17671,2,2,Stable
CUST17672,1,2,increasing
CUST17674,3,3,Stable
CUST17675,4,2,decreasing
CUST17676,1,2,increasing
CUST17677,1,1,Stable
CUST17678,1,2,increasing
CUST17679,9,12,increasing
CUST17680,2,5,increasing
CUST17681,5,2,decreasing
CUST17682,3,2,decreasing
CUST17683,9,4,decreasing
CUST17684,2,1,decreasing
CUST17685,3,2,decreasing
CUST17686,1,2,increasing
CUST17687,5,5,Stable
CUST17689,2,1,decreasing
CUST17690,4,2,decreasing
CUST17691,1,3,increasing
CUST17695,6,2,decreasing
CUST17696,1,2,increasing
CUST17697,2,2,Stable
CUST17698,6,2,decreasing
CUST17699,8,5,decreasing
CUST17700,1,3,increasing
CUST17701,2,3,increasing
CUST17702,14,7,decreasing
CUST17703,2,1,decreasing
CUST17704,4,4,Stable
CUST17705,1,1,Stable
CUST17706,3,4,increasing
CUST17707,3,1,decreasing
CUST17709,2,1,decreasing
CUST17710,2,5,increasing
CUST17711,1,1,Stable
CUST17712,1,3,increasing
CUST17713,1,3,increasing
CUST17714,4,1,decreasing
CUST17715,10,9,decreasing
CUST17716,4,4,Stable
CUST17717,3,3,Stable
CUST17718,3,5,increasing
CUST17719,1,1,Stable
CUST17721,13,5,decreasing
CUST17722,2,1,decreasing
CUST17723,2,1,decreasing
CUST17724,3,2,decreasing
CUST17725,3,8,increasing
CUST17726,3,2,decreasing
CUST17727,1,2,increasing
CUST17728,2,1,decreasing
CUST17729,1,1,Stable
CUST17730,1,1,Stable
CUST17731,7,3,decreasing
CUST17732,1,1,Stable
CUST17733,7,5,decreasing
CUST17734,2,2,Stable
CUST17735,8,7,decreasing
CUST17736,2,2,Stable
CUST17738,6,4,decreasing
CUST17739,1,2,increasing
CUST17740,2,1,decreasing
CUST17741,1,1,Stable
CUST17742,2,2,Stable
CUST17743,1,3,increasing
CUST17745,3,3,Stable
CUST17746,4,5,increasing
CUST17747,8,7,decreasing
CUST17748,4,8,increasing
CUST17749,1,1,Stable
CUST17750,1,1,Stable
CUST17751,1,1,Stable
CUST17753,2,2,Stable
CUST17754,1,2,increasing
CUST17757,3,5,increasing
CUST17758,5,2,decreasing
CUST17761,3,1,decreasing
CUST17762,1,1,Stable
CUST17763,1,1,Stable
CUST17764,1,1,Stable
CUST17765,1,2,increasing
CUST17766,4,2,decreasing
CUST17768,1,1,Stable
CUST17769,11,9,decreasing
CUST17770,2,1,decreasing
CUST17771,2,2,Stable
CUST17772,7,4,decreasing
CUST17773,5,5,Stable
CUST17774,1,1,Stable
CUST17775,2,2,Stable
CUST17776,2,2,Stable
CUST17778,4,1,decreasing
CUST17780,6,7,increasing
CUST17781,1,1,Stable
CUST17782,4,4,Stable
CUST17784,1,1,Stable
CUST17785,7,2,decreasing
CUST17786,3,1,decreasing
CUST17787,4,4,Stable
CUST17788,2,1,decreasing
CUST17789,2,1,decreasing
CUST17790,16,16,Stable
CUST17791,1,1,Stable
CUST17792,1,4,increasing
CUST17793,2,3,increasing
CUST17794,6,1,decreasing
CUST17795,1,1,Stable
CUST17796,1,1,Stable
CUST17797,4,4,Stable
CUST17798,4,5,increasing
CUST17799,2,2,Stable
CUST17800,2,1,decreasing
CUST17801,1,1,Stable
CUST17802,2,5,increasing
CUST17803,5,4,decreasing
CUST17804,2,2,Stable
CUST17805,3,1,decreasing
CUST17806,2,3,increasing
CUST17807,1,2,increasing
CUST17808,1,1,Stable
CUST17810,1,3,increasing
CUST17811,6,4,decreasing
CUST17812,6,2,decreasing
CUST17813,5,9,increasing
CUST17815,2,4,increasing
CUST17817,4,4,Stable
CUST17818,1,1,Stable
CUST17820,21,18,decreasing
CUST17821,1,1,Stable
CUST17822,4,6,increasing
CUST17823,1,1,Stable
CUST17824,11,6,decreasing
CUST17825,5,5,Stable
CUST17826,4,3,decreasing
CUST17827,1,1,Stable
CUST17828,9,11,increasing
CUST17829,4,2,decreasing
CUST17830,6,4,decreasing
CUST17831,1,1,Stable
CUST17832,9,5,decreasing
CUST17833,3,3,Stable
CUST17834,3,7,increasing
CUST17835,3,1,decreasing
CUST17836,4,4,Stable
CUST17837,12,9,decreasing
CUST17838,1,1,Stable
CUST17840,1,1,Stable
CUST17841,2,2,Stable
CUST17842,2,2,Stable
CUST17843,2,2,Stable
CUST17845,3,4,increasing
CUST17846,5,3,decreasing
CUST17847,1,1,Stable
CUST17848,2,3,increasing
CUST17849,1,3,increasing
CUST17850,1,1,Stable
CUST17851,2,2,Stable
CUST17852,11,11,Stable
CUST17853,1,2,increasing
CUST17854,1,1,Stable
CUST17855,1,2,increasing
CUST17856,2,2,Stable
CUST17857,4,4,Stable
CUST17858,1,2,increasing
CUST17859,1,4,increasing
CUST17860,1,1,Stable
CUST17861,3,1,decreasing
CUST17863,3,2,decreasing
CUST17864,11,7,decreasing
CUST17865,3,3,Stable
CUST17866,1,1,Stable
CUST17867,27,21,decreasing
CUST17868,11,11,Stable
CUST17869,1,2,increasing
CUST17870,1,1,Stable
CUST17872,9,11,increasing
CUST17873,1,1,Stable
CUST17874,2,1,decreasing
CUST17875,4,5,increasing
CUST17876,8,13,increasing
CUST17878,4,2,decreasing
CUST17879,2,1,decreasing
CUST17881,1,1,Stable
CUST17883,1,2,increasing
CUST17884,1,1,Stable
CUST17885,1,2,increasing
CUST17886,6,10,increasing
CUST17887,8,4,decreasing
CUST17888,5,4,decreasing
CUST17889,1,1,Stable
CUST17890,1,1,Stable
CUST17891,5,1,decreasing
CUST17892,5,5,Stable
CUST17893,5,12,increasing
CUST17895,39,39,Stable
CUST17897,1,2,increasing
CUST17898,3,3,Stable
CUST17899,29,29,Stable
CUST17900,2,2,Stable
CUST17901,1,1,Stable
CUST17902,1,2,increasing
CUST17904,3,2,decreasing
CUST17906,2,1,decreasing
CUST17908,4,4,Stable
CUST17909,2,1,decreasing
CUST17910,1,1,Stable
CUST17911,6,3,decreasing
CUST17912,1,1,Stable
CUST17913,1,1,Stable
CUST17914,5,3,decreasing
CUST17916,16,16,Stable
CUST17917,2,2,Stable
CUST17918,1,1,Stable
CUST17919,4,1,decreasing
CUST17920,1,2,increasing
CUST17921,1,1,Stable
CUST17922,1,1,Stable
CUST17924,2,2,Stable
CUST17925,15,11,decreasing
CUST17926,1,1,Stable
CUST17927,2,1,decreasing
CUST17928,1,2,increasing
CUST17929,2,1,decreasing
CUST17930,2,1,decreasing
CUST17931,1,1,Stable
CUST17933,2,3,increasing
CUST17935,2,2,Stable
CUST17936,7,5,decreasing
CUST17937,12,14,increasing
CUST17938,4,2,decreasing
CUST17939,33,33,Stable
CUST17940,1,2,increasing
CUST17941,1,2,increasing
CUST17942,2,2,Stable
CUST17943,4,3,decreasing
CUST17944,2,3,increasing
CUST17945,1,1,Stable
